# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-04-12 13:09:26 -04:00	(nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08158000 Colorado Rv at Austin, TX
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 08158000
#    TS_ID       Parameter Description
#    141309      00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	141309_00065	141309_00065_cd
USGS	08158000	2013-10-30 15:57	CDT	12.46	A
USGS	08158000	2013-10-30 16:12	CDT	12.48	A
USGS	08158000	2013-10-30 16:27	CDT	12.48	A
USGS	08158000	2013-10-30 16:42	CDT	12.48	A
USGS	08158000	2013-10-30 16:57	CDT	12.48	A
USGS	08158000	2013-10-30 17:13	CDT	12.48	A
USGS	08158000	2013-10-30 17:27	CDT	12.48	A
USGS	08158000	2013-10-30 17:42	CDT	12.48	A
USGS	08158000	2013-10-30 17:57	CDT	12.48	A
USGS	08158000	2013-10-30 18:12	CDT	12.48	A
USGS	08158000	2013-10-30 18:27	CDT	12.48	A
USGS	08158000	2013-10-30 18:42	CDT	12.48	A
USGS	08158000	2013-10-30 18:57	CDT	12.48	A
USGS	08158000	2013-10-30 19:13	CDT	12.48	A
USGS	08158000	2013-10-30 19:27	CDT	12.48	A
USGS	08158000	2013-10-30 19:42	CDT	12.48	A
USGS	08158000	2013-10-30 19:57	CDT	12.48	A
USGS	08158000	2013-10-30 20:13	CDT	12.48	A
USGS	08158000	2013-10-30 20:27	CDT	12.48	A
USGS	08158000	2013-10-30 20:42	CDT	12.48	A
USGS	08158000	2013-10-30 20:58	CDT	12.48	A
USGS	08158000	2013-10-30 21:13	CDT	12.48	A
USGS	08158000	2013-10-30 21:28	CDT	12.48	A
USGS	08158000	2013-10-30 21:43	CDT	12.48	A
USGS	08158000	2013-10-30 21:58	CDT	12.47	A
USGS	08158000	2013-10-30 22:13	CDT	12.48	A
USGS	08158000	2013-10-30 22:28	CDT	12.47	A
USGS	08158000	2013-10-30 22:43	CDT	12.48	A
USGS	08158000	2013-10-30 22:58	CDT	12.48	A
USGS	08158000	2013-10-30 23:13	CDT	12.48	A
USGS	08158000	2013-10-30 23:27	CDT	12.49	A
USGS	08158000	2013-10-30 23:43	CDT	12.51	A
USGS	08158000	2013-10-30 23:58	CDT	12.58	A
USGS	08158000	2013-10-31 00:00	CDT	12.60	A
USGS	08158000	2013-10-31 00:13	CDT	12.72	A
USGS	08158000	2013-10-31 00:28	CDT	13.29	A
USGS	08158000	2013-10-31 00:43	CDT	14.28	A
USGS	08158000	2013-10-31 00:58	CDT	15.78	A
USGS	08158000	2013-10-31 01:13	CDT	17.60	A
USGS	08158000	2013-10-31 01:28	CDT	19.45	A
USGS	08158000	2013-10-31 01:43	CDT	21.82	A
USGS	08158000	2013-10-31 01:58	CDT	24.56	A
USGS	08158000	2013-10-31 02:12	CDT	27.52	A
USGS	08158000	2013-10-31 02:27	CDT	29.78	A
USGS	08158000	2013-10-31 02:44	CDT	31.25	A
USGS	08158000	2013-10-31 02:58	CDT	32.08	A
USGS	08158000	2013-10-31 03:13	CDT	32.42	A
USGS	08158000	2013-10-31 03:28	CDT	32.96	A
USGS	08158000	2013-10-31 03:42	CDT	33.08	A
USGS	08158000	2013-10-31 03:58	CDT	33.24	A
USGS	08158000	2013-10-31 04:13	CDT	33.11	A
USGS	08158000	2013-10-31 04:28	CDT	33.17	A
USGS	08158000	2013-10-31 04:42	CDT	33.04	A
USGS	08158000	2013-10-31 04:58	CDT	32.94	A
USGS	08158000	2013-10-31 05:13	CDT	32.84	A
USGS	08158000	2013-10-31 05:29	CDT	32.70	A
USGS	08158000	2013-10-31 05:43	CDT	32.44	A
USGS	08158000	2013-10-31 05:58	CDT	32.13	A
USGS	08158000	2013-10-31 06:13	CDT	31.39	A
USGS	08158000	2013-10-31 06:28	CDT	30.86	A
USGS	08158000	2013-10-31 06:42	CDT	30.46	A
USGS	08158000	2013-10-31 06:58	CDT	30.10	A
USGS	08158000	2013-10-31 07:12	CDT	29.77	A
USGS	08158000	2013-10-31 07:27	CDT	29.15	A
USGS	08158000	2013-10-31 07:43	CDT	28.72	A
USGS	08158000	2013-10-31 07:57	CDT	28.31	A
USGS	08158000	2013-10-31 08:12	CDT	27.94	A
USGS	08158000	2013-10-31 08:27	CDT	27.16	A
USGS	08158000	2013-10-31 08:43	CDT	26.76	A
USGS	08158000	2013-10-31 08:57	CDT	26.84	A
USGS	08158000	2013-10-31 09:12	CDT	26.60	A
USGS	08158000	2013-10-31 09:26	CDT	26.45	A
USGS	08158000	2013-10-31 09:42	CDT	26.44	A
USGS	08158000	2013-10-31 09:57	CDT	26.37	A
USGS	08158000	2013-10-31 10:12	CDT	26.23	A
USGS	08158000	2013-10-31 10:27	CDT	26.04	A
USGS	08158000	2013-10-31 10:42	CDT	25.95	A
USGS	08158000	2013-10-31 10:58	CDT	25.74	A
USGS	08158000	2013-10-31 11:12	CDT	25.58	A
USGS	08158000	2013-10-31 11:27	CDT	25.41	A
USGS	08158000	2013-10-31 11:42	CDT	25.23	A
USGS	08158000	2013-10-31 11:57	CDT	24.75	A
USGS	08158000	2013-10-31 12:12	CDT	24.12	A
USGS	08158000	2013-10-31 12:28	CDT	23.57	A
USGS	08158000	2013-10-31 12:42	CDT	23.09	A
USGS	08158000	2013-10-31 12:56	CDT	22.67	A
USGS	08158000	2013-10-31 13:12	CDT	22.34	A
USGS	08158000	2013-10-31 13:27	CDT	22.05	A
USGS	08158000	2013-10-31 13:42	CDT	21.78	A
USGS	08158000	2013-10-31 13:57	CDT	21.55	A
USGS	08158000	2013-10-31 14:12	CDT	21.34	A
USGS	08158000	2013-10-31 14:27	CDT	21.15	A
USGS	08158000	2013-10-31 14:42	CDT	20.99	A
USGS	08158000	2013-10-31 14:57	CDT	20.83	A
USGS	08158000	2013-10-31 15:12	CDT	20.70	A
USGS	08158000	2013-10-31 15:27	CDT	20.56	A
USGS	08158000	2013-10-31 15:42	CDT	20.43	A
USGS	08158000	2013-10-31 15:57	CDT	20.31	A
USGS	08158000	2013-10-31 16:12	CDT	20.20	A
USGS	08158000	2013-10-31 16:27	CDT	20.08	A
USGS	08158000	2013-10-31 16:42	CDT	19.99	A
USGS	08158000	2013-10-31 16:57	CDT	19.88	A
USGS	08158000	2013-10-31 17:12	CDT	19.78	A
USGS	08158000	2013-10-31 17:42	CDT	19.58	A
USGS	08158000	2013-10-31 17:58	CDT	19.49	A
USGS	08158000	2013-10-31 18:12	CDT	19.40	A
USGS	08158000	2013-10-31 18:27	CDT	19.31	A
USGS	08158000	2013-10-31 18:42	CDT	19.22	A
USGS	08158000	2013-10-31 18:57	CDT	19.14	A
USGS	08158000	2013-10-31 19:12	CDT	19.06	A
USGS	08158000	2013-10-31 19:28	CDT	18.98	A
USGS	08158000	2013-10-31 19:42	CDT	18.90	A
USGS	08158000	2013-10-31 19:57	CDT	18.83	A
USGS	08158000	2013-10-31 20:12	CDT	18.74	A
USGS	08158000	2013-10-31 20:27	CDT	18.63	A
USGS	08158000	2013-10-31 20:43	CDT	18.20	A
USGS	08158000	2013-10-31 20:57	CDT	17.79	A
USGS	08158000	2013-10-31 21:13	CDT	17.39	A
USGS	08158000	2013-10-31 21:27	CDT	17.01	A
USGS	08158000	2013-10-31 21:43	CDT	16.67	A
USGS	08158000	2013-10-31 21:57	CDT	16.34	A
USGS	08158000	2013-10-31 22:13	CDT	16.04	A
USGS	08158000	2013-10-31 22:28	CDT	15.75	A
USGS	08158000	2013-10-31 22:43	CDT	15.49	A
USGS	08158000	2013-10-31 22:57	CDT	15.24	A
USGS	08158000	2013-10-31 23:12	CDT	15.01	A
USGS	08158000	2013-10-31 23:27	CDT	14.80	A
USGS	08158000	2013-10-31 23:42	CDT	14.60	A
USGS	08158000	2013-10-31 23:57	CDT	14.41	A
USGS	08158000	2013-11-01 00:00	CDT	14.38	A
USGS	08158000	2013-11-01 00:12	CDT	14.24	A
USGS	08158000	2013-11-01 00:27	CDT	14.08	A
USGS	08158000	2013-11-01 00:43	CDT	13.94	A
USGS	08158000	2013-11-01 00:58	CDT	13.81	A
USGS	08158000	2013-11-01 01:12	CDT	13.69	A
USGS	08158000	2013-11-01 01:28	CDT	13.58	A
USGS	08158000	2013-11-01 01:43	CDT	13.48	A
USGS	08158000	2013-11-01 01:58	CDT	13.39	A
USGS	08158000	2013-11-01 02:12	CDT	13.31	A
USGS	08158000	2013-11-01 02:29	CDT	13.23	A
USGS	08158000	2013-11-01 02:43	CDT	13.16	A
USGS	08158000	2013-11-01 02:58	CDT	13.11	A
USGS	08158000	2013-11-01 03:13	CDT	13.06	A
USGS	08158000	2013-11-01 03:28	CDT	13.03	A
USGS	08158000	2013-11-01 03:42	CDT	13.01	A
USGS	08158000	2013-11-01 03:58	CDT	13.00	A
USGS	08158000	2013-11-01 04:12	CDT	13.00	A
USGS	08158000	2013-11-01 04:28	CDT	13.00	A
USGS	08158000	2013-11-01 04:42	CDT	13.01	A
USGS	08158000	2013-11-01 04:58	CDT	13.02	A
USGS	08158000	2013-11-01 05:12	CDT	13.03	A
USGS	08158000	2013-11-01 05:29	CDT	13.04	A
USGS	08158000	2013-11-01 05:43	CDT	13.05	A
USGS	08158000	2013-11-01 05:58	CDT	13.06	A
USGS	08158000	2013-11-01 06:13	CDT	13.07	A
USGS	08158000	2013-11-01 06:28	CDT	13.09	A
USGS	08158000	2013-11-01 06:42	CDT	13.19	A
USGS	08158000	2013-11-01 06:58	CDT	13.38	A
USGS	08158000	2013-11-01 07:13	CDT	13.59	A
USGS	08158000	2013-11-01 07:27	CDT	13.79	A
USGS	08158000	2013-11-01 07:43	CDT	13.95	A
USGS	08158000	2013-11-01 07:58	CDT	14.09	A
USGS	08158000	2013-11-01 08:12	CDT	14.20	A
USGS	08158000	2013-11-01 08:28	CDT	14.29	A
USGS	08158000	2013-11-01 08:42	CDT	14.37	A
USGS	08158000	2013-11-01 08:57	CDT	14.43	A
USGS	08158000	2013-11-01 09:12	CDT	14.48	A
USGS	08158000	2013-11-01 09:27	CDT	14.52	A
USGS	08158000	2013-11-01 09:42	CDT	14.55	A
USGS	08158000	2013-11-01 09:57	CDT	14.58	A
USGS	08158000	2013-11-01 10:12	CDT	14.60	A
USGS	08158000	2013-11-01 10:27	CDT	14.61	A
USGS	08158000	2013-11-01 10:41	CDT	14.62	A
USGS	08158000	2013-11-01 10:57	CDT	14.63	A
USGS	08158000	2013-11-01 11:12	CDT	14.63	A
USGS	08158000	2013-11-01 11:27	CDT	14.63	A
USGS	08158000	2013-11-01 11:42	CDT	14.63	A
USGS	08158000	2013-11-01 11:57	CDT	14.62	A
USGS	08158000	2013-11-01 12:12	CDT	14.62	A
USGS	08158000	2013-11-01 12:27	CDT	14.61	A
USGS	08158000	2013-11-01 12:41	CDT	14.60	A
USGS	08158000	2013-11-01 12:57	CDT	14.59	A
USGS	08158000	2013-11-01 13:12	CDT	14.58	A
USGS	08158000	2013-11-01 13:27	CDT	14.56	A
USGS	08158000	2013-11-01 13:43	CDT	14.55	A
USGS	08158000	2013-11-01 13:57	CDT	14.55	A
USGS	08158000	2013-11-01 14:12	CDT	14.54	A
USGS	08158000	2013-11-01 14:27	CDT	14.53	A
USGS	08158000	2013-11-01 14:41	CDT	14.51	A
USGS	08158000	2013-11-01 14:58	CDT	14.50	A
USGS	08158000	2013-11-01 15:12	CDT	14.49	A
USGS	08158000	2013-11-01 15:27	CDT	14.42	A
USGS	08158000	2013-11-01 15:42	CDT	14.29	A
USGS	08158000	2013-11-01 15:57	CDT	14.14	A
USGS	08158000	2013-11-01 16:12	CDT	13.99	A
USGS	08158000	2013-11-01 16:27	CDT	13.84	A
USGS	08158000	2013-11-01 16:42	CDT	13.69	A
USGS	08158000	2013-11-01 16:57	CDT	13.56	A
USGS	08158000	2013-11-01 17:12	CDT	13.44	A
USGS	08158000	2013-11-01 17:27	CDT	13.33	A
USGS	08158000	2013-11-01 17:43	CDT	13.24	A
USGS	08158000	2013-11-01 17:58	CDT	13.13	A
USGS	08158000	2013-11-01 18:12	CDT	13.06	A
USGS	08158000	2013-11-01 18:28	CDT	12.99	A
USGS	08158000	2013-11-01 18:42	CDT	12.92	A
USGS	08158000	2013-11-01 18:57	CDT	12.86	A
USGS	08158000	2013-11-01 19:28	CDT	12.78	A
USGS	08158000	2013-11-01 19:43	CDT	12.75	A
USGS	08158000	2013-11-01 19:58	CDT	12.72	A
USGS	08158000	2013-11-01 20:13	CDT	12.71	A
USGS	08158000	2013-11-01 20:27	CDT	12.71	A
USGS	08158000	2013-11-01 20:42	CDT	12.70	A
USGS	08158000	2013-11-01 20:57	CDT	12.70	A
USGS	08158000	2013-11-01 21:12	CDT	12.70	A
USGS	08158000	2013-11-01 21:28	CDT	12.70	A
USGS	08158000	2013-11-01 21:43	CDT	12.71	A
USGS	08158000	2013-11-01 21:57	CDT	12.69	A
USGS	08158000	2013-11-01 22:12	CDT	12.70	A
USGS	08158000	2013-11-01 22:28	CDT	12.70	A
USGS	08158000	2013-11-01 22:43	CDT	12.70	A
USGS	08158000	2013-11-01 22:58	CDT	12.71	A
USGS	08158000	2013-11-01 23:13	CDT	12.71	A
USGS	08158000	2013-11-01 23:27	CDT	12.72	A
USGS	08158000	2013-11-01 23:42	CDT	12.72	A
USGS	08158000	2013-11-01 23:57	CDT	12.73	A
