# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-04-24 17:09:48 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08158600 Walnut Ck at Webberville Rd, Austin, TX
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 08158600
#    TS_ID       Parameter Description
#    141333      00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	141333_00065	141333_00065_cd
USGS	08158600	2013-10-30 08:30	CDT	4.37	A
USGS	08158600	2013-10-30 08:35	CDT	4.38	A
USGS	08158600	2013-10-30 08:40	CDT	4.39	A
USGS	08158600	2013-10-30 08:45	CDT	4.40	A
USGS	08158600	2013-10-30 08:50	CDT	4.41	A
USGS	08158600	2013-10-30 08:55	CDT	4.42	A
USGS	08158600	2013-10-30 09:00	CDT	4.44	A
USGS	08158600	2013-10-30 09:05	CDT	4.46	A
USGS	08158600	2013-10-30 09:10	CDT	4.48	A
USGS	08158600	2013-10-30 09:15	CDT	4.48	A
USGS	08158600	2013-10-30 09:20	CDT	4.50	A
USGS	08158600	2013-10-30 09:25	CDT	4.51	A
USGS	08158600	2013-10-30 09:30	CDT	4.52	A
USGS	08158600	2013-10-30 09:35	CDT	4.52	A
USGS	08158600	2013-10-30 09:40	CDT	4.53	A
USGS	08158600	2013-10-30 09:45	CDT	4.53	A
USGS	08158600	2013-10-30 09:50	CDT	4.53	A
USGS	08158600	2013-10-30 09:55	CDT	4.53	A
USGS	08158600	2013-10-30 10:00	CDT	4.53	A
USGS	08158600	2013-10-30 10:05	CDT	4.52	A
USGS	08158600	2013-10-30 10:10	CDT	4.52	A
USGS	08158600	2013-10-30 10:15	CDT	4.52	A
USGS	08158600	2013-10-30 10:20	CDT	4.51	A
USGS	08158600	2013-10-30 10:25	CDT	4.52	A
USGS	08158600	2013-10-30 10:30	CDT	4.51	A
USGS	08158600	2013-10-30 10:35	CDT	4.51	A
USGS	08158600	2013-10-30 10:40	CDT	4.50	A
USGS	08158600	2013-10-30 10:45	CDT	4.50	A
USGS	08158600	2013-10-30 10:50	CDT	4.50	A
USGS	08158600	2013-10-30 10:55	CDT	4.50	A
USGS	08158600	2013-10-30 11:00	CDT	4.49	A
USGS	08158600	2013-10-30 11:05	CDT	4.49	A
USGS	08158600	2013-10-30 11:10	CDT	4.48	A
USGS	08158600	2013-10-30 11:15	CDT	4.48	A
USGS	08158600	2013-10-30 11:20	CDT	4.48	A
USGS	08158600	2013-10-30 11:25	CDT	4.49	A
USGS	08158600	2013-10-30 11:30	CDT	4.53	A
USGS	08158600	2013-10-30 11:35	CDT	4.59	A
USGS	08158600	2013-10-30 11:40	CDT	4.65	A
USGS	08158600	2013-10-30 11:45	CDT	4.69	A
USGS	08158600	2013-10-30 11:50	CDT	4.72	A
USGS	08158600	2013-10-30 11:55	CDT	4.73	A
USGS	08158600	2013-10-30 12:00	CDT	4.73	A
USGS	08158600	2013-10-30 12:05	CDT	4.72	A
USGS	08158600	2013-10-30 12:10	CDT	4.72	A
USGS	08158600	2013-10-30 12:15	CDT	4.71	A
USGS	08158600	2013-10-30 12:20	CDT	4.70	A
USGS	08158600	2013-10-30 12:25	CDT	4.69	A
USGS	08158600	2013-10-30 12:30	CDT	4.68	A
USGS	08158600	2013-10-30 12:35	CDT	4.67	A
USGS	08158600	2013-10-30 12:40	CDT	4.66	A
USGS	08158600	2013-10-30 12:45	CDT	4.66	A
USGS	08158600	2013-10-30 12:50	CDT	4.65	A
USGS	08158600	2013-10-30 12:55	CDT	4.64	A
USGS	08158600	2013-10-30 13:00	CDT	4.64	A
USGS	08158600	2013-10-30 13:05	CDT	4.63	A
USGS	08158600	2013-10-30 13:10	CDT	4.63	A
USGS	08158600	2013-10-30 13:15	CDT	4.63	A
USGS	08158600	2013-10-30 13:20	CDT	4.61	A
USGS	08158600	2013-10-30 13:25	CDT	4.61	A
USGS	08158600	2013-10-30 13:30	CDT	4.61	A
USGS	08158600	2013-10-30 13:35	CDT	4.60	A
USGS	08158600	2013-10-30 13:40	CDT	4.60	A
USGS	08158600	2013-10-30 13:45	CDT	4.59	A
USGS	08158600	2013-10-30 13:50	CDT	4.60	A
USGS	08158600	2013-10-30 13:55	CDT	4.60	A
USGS	08158600	2013-10-30 14:00	CDT	4.60	A
USGS	08158600	2013-10-30 14:05	CDT	4.61	A
USGS	08158600	2013-10-30 14:10	CDT	4.61	A
USGS	08158600	2013-10-30 14:15	CDT	4.62	A
USGS	08158600	2013-10-30 14:20	CDT	4.62	A
USGS	08158600	2013-10-30 14:25	CDT	4.63	A
USGS	08158600	2013-10-30 14:30	CDT	4.63	A
USGS	08158600	2013-10-30 14:35	CDT	4.63	A
USGS	08158600	2013-10-30 14:40	CDT	4.64	A
USGS	08158600	2013-10-30 14:45	CDT	4.64	A
USGS	08158600	2013-10-30 14:50	CDT	4.64	A
USGS	08158600	2013-10-30 14:55	CDT	4.64	A
USGS	08158600	2013-10-30 15:00	CDT	4.65	A
USGS	08158600	2013-10-30 15:05	CDT	4.65	A
USGS	08158600	2013-10-30 15:10	CDT	4.65	A
USGS	08158600	2013-10-30 15:15	CDT	4.66	A
USGS	08158600	2013-10-30 15:20	CDT	4.66	A
USGS	08158600	2013-10-30 15:25	CDT	4.66	A
USGS	08158600	2013-10-30 15:30	CDT	4.66	A
USGS	08158600	2013-10-30 15:35	CDT	4.65	A
USGS	08158600	2013-10-30 15:40	CDT	4.65	A
USGS	08158600	2013-10-30 15:45	CDT	4.65	A
USGS	08158600	2013-10-30 15:50	CDT	4.65	A
USGS	08158600	2013-10-30 15:55	CDT	4.65	A
USGS	08158600	2013-10-30 16:00	CDT	4.66	A
USGS	08158600	2013-10-30 16:05	CDT	4.67	A
USGS	08158600	2013-10-30 16:10	CDT	4.70	A
USGS	08158600	2013-10-30 16:15	CDT	4.71	A
USGS	08158600	2013-10-30 16:20	CDT	4.72	A
USGS	08158600	2013-10-30 16:25	CDT	4.72	A
USGS	08158600	2013-10-30 16:30	CDT	4.71	A
USGS	08158600	2013-10-30 16:35	CDT	4.71	A
USGS	08158600	2013-10-30 16:40	CDT	4.70	A
USGS	08158600	2013-10-30 16:45	CDT	4.70	A
USGS	08158600	2013-10-30 16:50	CDT	4.69	A
USGS	08158600	2013-10-30 16:55	CDT	4.68	A
USGS	08158600	2013-10-30 17:00	CDT	4.68	A
USGS	08158600	2013-10-30 17:05	CDT	4.68	A
USGS	08158600	2013-10-30 17:10	CDT	4.68	A
USGS	08158600	2013-10-30 17:15	CDT	4.69	A
USGS	08158600	2013-10-30 17:20	CDT	4.70	A
USGS	08158600	2013-10-30 17:25	CDT	4.71	A
USGS	08158600	2013-10-30 17:30	CDT	4.71	A
USGS	08158600	2013-10-30 17:35	CDT	4.72	A
USGS	08158600	2013-10-30 17:40	CDT	4.72	A
USGS	08158600	2013-10-30 17:45	CDT	4.72	A
USGS	08158600	2013-10-30 17:50	CDT	4.72	A
USGS	08158600	2013-10-30 17:55	CDT	4.71	A
USGS	08158600	2013-10-30 18:00	CDT	4.70	A
USGS	08158600	2013-10-30 18:05	CDT	4.69	A
USGS	08158600	2013-10-30 18:10	CDT	4.69	A
USGS	08158600	2013-10-30 18:15	CDT	4.67	A
USGS	08158600	2013-10-30 18:20	CDT	4.67	A
USGS	08158600	2013-10-30 18:25	CDT	4.66	A
USGS	08158600	2013-10-30 18:30	CDT	4.65	A
USGS	08158600	2013-10-30 18:35	CDT	4.65	A
USGS	08158600	2013-10-30 18:40	CDT	4.64	A
USGS	08158600	2013-10-30 18:45	CDT	4.63	A
USGS	08158600	2013-10-30 18:50	CDT	4.63	A
USGS	08158600	2013-10-30 18:55	CDT	4.62	A
USGS	08158600	2013-10-30 19:00	CDT	4.62	A
USGS	08158600	2013-10-30 19:05	CDT	4.62	A
USGS	08158600	2013-10-30 19:10	CDT	4.61	A
USGS	08158600	2013-10-30 19:15	CDT	4.60	A
USGS	08158600	2013-10-30 19:20	CDT	4.60	A
USGS	08158600	2013-10-30 19:25	CDT	4.59	A
USGS	08158600	2013-10-30 19:30	CDT	4.59	A
USGS	08158600	2013-10-30 19:35	CDT	4.58	A
USGS	08158600	2013-10-30 19:40	CDT	4.58	A
USGS	08158600	2013-10-30 19:45	CDT	4.57	A
USGS	08158600	2013-10-30 19:50	CDT	4.57	A
USGS	08158600	2013-10-30 19:55	CDT	4.56	A
USGS	08158600	2013-10-30 20:00	CDT	4.56	A
USGS	08158600	2013-10-30 20:05	CDT	4.55	A
USGS	08158600	2013-10-30 20:10	CDT	4.55	A
USGS	08158600	2013-10-30 20:15	CDT	4.54	A
USGS	08158600	2013-10-30 20:20	CDT	4.54	A
USGS	08158600	2013-10-30 20:25	CDT	4.54	A
USGS	08158600	2013-10-30 20:30	CDT	4.53	A
USGS	08158600	2013-10-30 20:35	CDT	4.53	A
USGS	08158600	2013-10-30 20:40	CDT	4.52	A
USGS	08158600	2013-10-30 20:45	CDT	4.52	A
USGS	08158600	2013-10-30 20:50	CDT	4.52	A
USGS	08158600	2013-10-30 20:55	CDT	4.52	A
USGS	08158600	2013-10-30 21:00	CDT	4.51	A
USGS	08158600	2013-10-30 21:05	CDT	4.51	A
USGS	08158600	2013-10-30 21:10	CDT	4.51	A
USGS	08158600	2013-10-30 21:15	CDT	4.50	A
USGS	08158600	2013-10-30 21:20	CDT	4.50	A
USGS	08158600	2013-10-30 21:25	CDT	4.50	A
USGS	08158600	2013-10-30 21:30	CDT	5.17	A
USGS	08158600	2013-10-30 21:35	CDT	6.14	A
USGS	08158600	2013-10-30 21:40	CDT	6.59	A
USGS	08158600	2013-10-30 21:45	CDT	6.84	A
USGS	08158600	2013-10-30 21:50	CDT	6.94	A
USGS	08158600	2013-10-30 21:55	CDT	6.88	A
USGS	08158600	2013-10-30 22:00	CDT	6.85	A
USGS	08158600	2013-10-30 22:05	CDT	6.78	A
USGS	08158600	2013-10-30 22:10	CDT	6.67	A
USGS	08158600	2013-10-30 22:15	CDT	6.59	A
USGS	08158600	2013-10-30 22:20	CDT	6.53	A
USGS	08158600	2013-10-30 22:25	CDT	6.77	A
USGS	08158600	2013-10-30 22:30	CDT	7.36	A
USGS	08158600	2013-10-30 22:35	CDT	8.07	A
USGS	08158600	2013-10-30 22:40	CDT	8.87	A
USGS	08158600	2013-10-30 22:45	CDT	9.65	A
USGS	08158600	2013-10-30 22:50	CDT	10.37	A
USGS	08158600	2013-10-30 22:55	CDT	10.84	A
USGS	08158600	2013-10-30 23:00	CDT	11.12	A
USGS	08158600	2013-10-30 23:05	CDT	11.51	A
USGS	08158600	2013-10-30 23:10	CDT	12.06	A
USGS	08158600	2013-10-30 23:15	CDT	12.40	A
USGS	08158600	2013-10-30 23:20	CDT	12.44	A
USGS	08158600	2013-10-30 23:25	CDT	12.44	A
USGS	08158600	2013-10-30 23:30	CDT	12.49	A
USGS	08158600	2013-10-30 23:35	CDT	12.63	A
USGS	08158600	2013-10-30 23:40	CDT	12.69	A
USGS	08158600	2013-10-30 23:45	CDT	12.68	A
USGS	08158600	2013-10-30 23:50	CDT	12.79	A
USGS	08158600	2013-10-30 23:55	CDT	12.70	A
USGS	08158600	2013-10-31 00:00	CDT	12.71	A
USGS	08158600	2013-10-31 00:05	CDT	12.74	A
USGS	08158600	2013-10-31 00:10	CDT	12.88	A
USGS	08158600	2013-10-31 00:15	CDT	12.89	A
USGS	08158600	2013-10-31 00:20	CDT	12.98	A
USGS	08158600	2013-10-31 00:25	CDT	13.15	A
USGS	08158600	2013-10-31 00:30	CDT	13.23	A
USGS	08158600	2013-10-31 00:35	CDT	13.38	A
USGS	08158600	2013-10-31 00:40	CDT	13.49	A
USGS	08158600	2013-10-31 00:45	CDT	13.50	A
USGS	08158600	2013-10-31 00:50	CDT	13.94	A
USGS	08158600	2013-10-31 00:55	CDT	14.15	A
USGS	08158600	2013-10-31 01:00	CDT	14.47	A
USGS	08158600	2013-10-31 01:05	CDT	14.92	A
USGS	08158600	2013-10-31 01:10	CDT	15.46	A
USGS	08158600	2013-10-31 01:15	CDT	15.96	A
USGS	08158600	2013-10-31 01:20	CDT	16.50	A
USGS	08158600	2013-10-31 01:25	CDT	16.50	A
USGS	08158600	2013-10-31 01:30	CDT	17.78	A
USGS	08158600	2013-10-31 01:35	CDT	18.52	A
USGS	08158600	2013-10-31 01:40	CDT	19.23	A
USGS	08158600	2013-10-31 01:45	CDT	20.11	A
USGS	08158600	2013-10-31 01:50	CDT	20.95	A
USGS	08158600	2013-10-31 01:55	CDT	21.69	A
USGS	08158600	2013-10-31 02:00	CDT	22.22	A
USGS	08158600	2013-10-31 02:05	CDT	22.66	A
USGS	08158600	2013-10-31 02:10	CDT	22.92	A
USGS	08158600	2013-10-31 02:15	CDT	22.92	A
USGS	08158600	2013-10-31 02:20	CDT	23.32	A
USGS	08158600	2013-10-31 02:25	CDT	23.50	A
USGS	08158600	2013-10-31 02:30	CDT	23.66	A
USGS	08158600	2013-10-31 02:35	CDT	23.80	A
USGS	08158600	2013-10-31 02:40	CDT	23.91	A
USGS	08158600	2013-10-31 02:45	CDT	24.05	A
USGS	08158600	2013-10-31 02:50	CDT	24.20	A
USGS	08158600	2013-10-31 02:55	CDT	24.33	A
USGS	08158600	2013-10-31 03:00	CDT	24.42	A
USGS	08158600	2013-10-31 03:05	CDT	24.50	A
USGS	08158600	2013-10-31 03:10	CDT	24.56	A
USGS	08158600	2013-10-31 03:15	CDT	24.55	A
USGS	08158600	2013-10-31 03:20	CDT	24.71	A
USGS	08158600	2013-10-31 03:25	CDT	24.73	A
USGS	08158600	2013-10-31 03:30	CDT	24.86	A
USGS	08158600	2013-10-31 03:35	CDT	24.87	A
USGS	08158600	2013-10-31 03:40	CDT	24.92	A
USGS	08158600	2013-10-31 03:45	CDT	24.97	A
USGS	08158600	2013-10-31 03:50	CDT	24.98	A
USGS	08158600	2013-10-31 03:55	CDT	25.04	A
USGS	08158600	2013-10-31 04:00	CDT	25.10	A
USGS	08158600	2013-10-31 04:05	CDT	25.11	A
USGS	08158600	2013-10-31 04:10	CDT	25.21	A
USGS	08158600	2013-10-31 04:15	CDT	25.23	A
USGS	08158600	2013-10-31 04:20	CDT	25.30	A
USGS	08158600	2013-10-31 04:25	CDT	25.38	A
USGS	08158600	2013-10-31 04:30	CDT	25.41	A
USGS	08158600	2013-10-31 04:35	CDT	25.45	A
USGS	08158600	2013-10-31 04:40	CDT	25.48	A
USGS	08158600	2013-10-31 04:45	CDT	25.55	A
USGS	08158600	2013-10-31 04:50	CDT	25.63	A
USGS	08158600	2013-10-31 04:55	CDT	25.64	A
USGS	08158600	2013-10-31 05:00	CDT	25.78	A
USGS	08158600	2013-10-31 05:05	CDT	25.83	A
USGS	08158600	2013-10-31 05:10	CDT	25.96	A
USGS	08158600	2013-10-31 05:15	CDT	25.98	A
USGS	08158600	2013-10-31 05:20	CDT	25.97	A
USGS	08158600	2013-10-31 05:25	CDT	26.03	A
USGS	08158600	2013-10-31 05:30	CDT	26.04	A
USGS	08158600	2013-10-31 05:35	CDT	26.14	A
USGS	08158600	2013-10-31 05:40	CDT	26.15	A
USGS	08158600	2013-10-31 05:45	CDT	26.19	A
USGS	08158600	2013-10-31 05:50	CDT	26.24	A
USGS	08158600	2013-10-31 05:55	CDT	26.26	A
USGS	08158600	2013-10-31 06:00	CDT	26.27	A
USGS	08158600	2013-10-31 06:05	CDT	26.28	A
USGS	08158600	2013-10-31 06:10	CDT	26.26	A
USGS	08158600	2013-10-31 06:15	CDT	26.27	A
USGS	08158600	2013-10-31 06:20	CDT	26.31	A
USGS	08158600	2013-10-31 06:25	CDT	26.17	A
USGS	08158600	2013-10-31 06:30	CDT	26.22	A
USGS	08158600	2013-10-31 06:35	CDT	26.17	A
USGS	08158600	2013-10-31 06:40	CDT	26.15	A
USGS	08158600	2013-10-31 06:45	CDT	26.00	A
USGS	08158600	2013-10-31 06:50	CDT	26.04	A
USGS	08158600	2013-10-31 06:55	CDT	25.96	A
USGS	08158600	2013-10-31 07:00	CDT	25.83	A
USGS	08158600	2013-10-31 07:05	CDT	25.80	A
USGS	08158600	2013-10-31 07:10	CDT	25.68	A
USGS	08158600	2013-10-31 07:15	CDT	25.60	A
USGS	08158600	2013-10-31 07:20	CDT	25.51	A
USGS	08158600	2013-10-31 07:25	CDT	25.33	A
USGS	08158600	2013-10-31 07:30	CDT	25.32	A
USGS	08158600	2013-10-31 07:35	CDT	25.05	A
USGS	08158600	2013-10-31 07:40	CDT	24.94	A
USGS	08158600	2013-10-31 07:45	CDT	24.77	A
USGS	08158600	2013-10-31 07:50	CDT	24.49	A
USGS	08158600	2013-10-31 07:55	CDT	24.33	A
USGS	08158600	2013-10-31 08:00	CDT	24.04	A
USGS	08158600	2013-10-31 08:05	CDT	23.77	A
USGS	08158600	2013-10-31 08:10	CDT	23.43	A
USGS	08158600	2013-10-31 08:15	CDT	22.96	A
USGS	08158600	2013-10-31 08:20	CDT	22.47	A
USGS	08158600	2013-10-31 08:25	CDT	22.03	A
USGS	08158600	2013-10-31 08:30	CDT	21.52	A
USGS	08158600	2013-10-31 08:35	CDT	21.02	A
USGS	08158600	2013-10-31 08:40	CDT	20.37	A
USGS	08158600	2013-10-31 08:45	CDT	19.75	A
USGS	08158600	2013-10-31 08:50	CDT	19.12	A
USGS	08158600	2013-10-31 08:55	CDT	18.44	A
USGS	08158600	2013-10-31 09:00	CDT	17.87	A
USGS	08158600	2013-10-31 09:05	CDT	17.15	A
USGS	08158600	2013-10-31 09:10	CDT	16.47	A
USGS	08158600	2013-10-31 09:15	CDT	15.79	A
USGS	08158600	2013-10-31 09:20	CDT	15.22	A
USGS	08158600	2013-10-31 09:25	CDT	14.70	A
USGS	08158600	2013-10-31 09:30	CDT	14.08	A
USGS	08158600	2013-10-31 09:35	CDT	13.30	A
USGS	08158600	2013-10-31 09:40	CDT	12.92	A
USGS	08158600	2013-10-31 09:45	CDT	12.51	A
USGS	08158600	2013-10-31 09:50	CDT	11.97	A
USGS	08158600	2013-10-31 09:55	CDT	11.59	A
USGS	08158600	2013-10-31 10:00	CDT	11.27	A
USGS	08158600	2013-10-31 10:05	CDT	11.08	A
USGS	08158600	2013-10-31 10:10	CDT	10.82	A
USGS	08158600	2013-10-31 10:15	CDT	10.54	A
USGS	08158600	2013-10-31 10:20	CDT	10.48	A
USGS	08158600	2013-10-31 10:25	CDT	10.48	A
USGS	08158600	2013-10-31 10:30	CDT	10.11	A
USGS	08158600	2013-10-31 10:35	CDT	10.12	A
USGS	08158600	2013-10-31 10:40	CDT	9.95	A
USGS	08158600	2013-10-31 10:45	CDT	9.90	A
USGS	08158600	2013-10-31 10:50	CDT	9.78	A
USGS	08158600	2013-10-31 10:55	CDT	9.75	A
USGS	08158600	2013-10-31 11:00	CDT	9.68	A
USGS	08158600	2013-10-31 11:05	CDT	9.47	A
USGS	08158600	2013-10-31 11:10	CDT	9.48	A
USGS	08158600	2013-10-31 11:15	CDT	9.48	A
USGS	08158600	2013-10-31 11:20	CDT	9.26	A
USGS	08158600	2013-10-31 11:25	CDT	9.19	A
USGS	08158600	2013-10-31 11:30	CDT	9.11	A
USGS	08158600	2013-10-31 11:35	CDT	9.14	A
USGS	08158600	2013-10-31 11:40	CDT	8.96	A
USGS	08158600	2013-10-31 11:45	CDT	8.98	A
USGS	08158600	2013-10-31 11:50	CDT	8.98	A
USGS	08158600	2013-10-31 11:55	CDT	8.69	A
USGS	08158600	2013-10-31 12:00	CDT	8.59	A
USGS	08158600	2013-10-31 12:05	CDT	8.56	A
USGS	08158600	2013-10-31 12:10	CDT	8.53	A
USGS	08158600	2013-10-31 12:15	CDT	8.47	A
USGS	08158600	2013-10-31 12:20	CDT	8.38	A
USGS	08158600	2013-10-31 12:25	CDT	8.29	A
USGS	08158600	2013-10-31 12:30	CDT	8.22	A
USGS	08158600	2013-10-31 12:35	CDT	8.16	A
USGS	08158600	2013-10-31 12:40	CDT	8.11	A
USGS	08158600	2013-10-31 12:45	CDT	8.28	A
USGS	08158600	2013-10-31 12:50	CDT	8.31	A
USGS	08158600	2013-10-31 12:55	CDT	8.24	A
USGS	08158600	2013-10-31 13:00	CDT	8.21	A
USGS	08158600	2013-10-31 13:05	CDT	8.21	A
