# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-04-24 17:00:16 -04:00	(nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08158970 Williamson Ck at Jimmy Clay Rd, Austin, TX
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 08158970
#    TS_ID       Parameter Description
#    141379      00065     Gage height, feet, [15-Minute Updates]
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	141379_00065	141379_00065_cd
USGS	08158970	2013-10-31 05:15	CDT	19.46	A
USGS	08158970	2013-10-31 05:20	CDT	19.53	A
USGS	08158970	2013-10-31 05:25	CDT	19.57	A
USGS	08158970	2013-10-31 05:30	CDT	19.59	A
USGS	08158970	2013-10-31 05:35	CDT	19.59	A
USGS	08158970	2013-10-31 05:40	CDT	19.67	A
USGS	08158970	2013-10-31 05:45	CDT	19.63	A
USGS	08158970	2013-10-31 05:50	CDT	19.65	A
USGS	08158970	2013-10-31 05:55	CDT	19.65	A
USGS	08158970	2013-10-31 06:00	CDT	19.53	A
USGS	08158970	2013-10-31 06:05	CDT	19.49	A
USGS	08158970	2013-10-31 06:10	CDT	19.38	A
USGS	08158970	2013-10-31 06:15	CDT	19.30	A
USGS	08158970	2013-10-31 06:20	CDT	19.21	A
USGS	08158970	2013-10-31 06:25	CDT	19.16	A
USGS	08158970	2013-10-31 06:30	CDT	19.04	A
USGS	08158970	2013-10-31 06:35	CDT	18.96	A
USGS	08158970	2013-10-31 06:40	CDT	18.96	A
USGS	08158970	2013-10-31 06:45	CDT	18.87	A
USGS	08158970	2013-10-31 06:50	CDT	18.80	A
USGS	08158970	2013-10-31 06:55	CDT	18.78	A
USGS	08158970	2013-10-31 07:00	CDT	18.62	A
USGS	08158970	2013-10-31 07:05	CDT	18.57	A
USGS	08158970	2013-10-31 07:15	CDT	18.70	A
USGS	08158970	2013-10-31 07:20	CDT	18.69	A
USGS	08158970	2013-10-31 07:25	CDT	18.69	A
USGS	08158970	2013-10-31 07:30	CDT	18.75	A
USGS	08158970	2013-10-31 07:35	CDT	18.88	A
USGS	08158970	2013-10-31 07:40	CDT	19.06	A
USGS	08158970	2013-10-31 07:45	CDT	19.17	A
USGS	08158970	2013-10-31 07:50	CDT	19.38	A
USGS	08158970	2013-10-31 07:55	CDT	19.57	A
USGS	08158970	2013-10-31 08:00	CDT	19.78	A
USGS	08158970	2013-10-31 08:05	CDT	19.97	A
USGS	08158970	2013-10-31 08:10	CDT	20.19	A
USGS	08158970	2013-10-31 08:15	CDT	20.33	A
USGS	08158970	2013-10-31 08:20	CDT	20.52	A
USGS	08158970	2013-10-31 08:25	CDT	20.66	A
USGS	08158970	2013-10-31 08:30	CDT	20.77	A
USGS	08158970	2013-10-31 08:35	CDT	20.89	A
USGS	08158970	2013-10-31 08:40	CDT	21.01	A
USGS	08158970	2013-10-31 08:45	CDT	21.01	A
USGS	08158970	2013-10-31 08:50	CDT	21.16	A
USGS	08158970	2013-10-31 08:55	CDT	21.19	A
USGS	08158970	2013-10-31 09:00	CDT	21.23	A
USGS	08158970	2013-10-31 09:05	CDT	21.25	A
USGS	08158970	2013-10-31 09:10	CDT	21.25	A
USGS	08158970	2013-10-31 09:15	CDT	21.22	A
USGS	08158970	2013-10-31 09:20	CDT	21.18	A
USGS	08158970	2013-10-31 09:25	CDT	21.12	A
USGS	08158970	2013-10-31 09:30	CDT	21.05	A
USGS	08158970	2013-10-31 09:35	CDT	20.94	A
USGS	08158970	2013-10-31 09:40	CDT	20.82	A
USGS	08158970	2013-10-31 09:45	CDT	20.70	A
USGS	08158970	2013-10-31 09:50	CDT	20.57	A
USGS	08158970	2013-10-31 09:55	CDT	20.41	A
USGS	08158970	2013-10-31 10:00	CDT	20.25	A
USGS	08158970	2013-10-31 10:05	CDT	20.05	A
USGS	08158970	2013-10-31 10:10	CDT	19.84	A
USGS	08158970	2013-10-31 10:15	CDT	19.63	A
USGS	08158970	2013-10-31 10:20	CDT	19.40	A
USGS	08158970	2013-10-31 10:25	CDT	19.17	A
USGS	08158970	2013-10-31 10:30	CDT	18.92	A
USGS	08158970	2013-10-31 10:35	CDT	18.65	A
USGS	08158970	2013-10-31 10:40	CDT	18.39	A
USGS	08158970	2013-10-31 10:45	CDT	18.11	A
USGS	08158970	2013-10-31 10:50	CDT	18.11	A
USGS	08158970	2013-10-31 10:55	CDT	17.54	A
USGS	08158970	2013-10-31 11:00	CDT	17.27	A
USGS	08158970	2013-10-31 11:05	CDT	16.98	A
USGS	08158970	2013-10-31 11:10	CDT	16.98	A
USGS	08158970	2013-10-31 11:15	CDT	16.39	A
USGS	08158970	2013-10-31 11:20	CDT	16.09	A
USGS	08158970	2013-10-31 11:25	CDT	15.79	A
USGS	08158970	2013-10-31 11:30	CDT	15.46	A
USGS	08158970	2013-10-31 11:35	CDT	15.14	A
USGS	08158970	2013-10-31 11:40	CDT	14.79	A
USGS	08158970	2013-10-31 11:45	CDT	14.47	A
USGS	08158970	2013-10-31 11:50	CDT	14.15	A
USGS	08158970	2013-10-31 11:55	CDT	13.80	A
USGS	08158970	2013-10-31 12:00	CDT	13.49	A
USGS	08158970	2013-10-31 12:05	CDT	13.12	A
USGS	08158970	2013-10-31 12:10	CDT	12.79	A
USGS	08158970	2013-10-31 12:15	CDT	12.47	A
USGS	08158970	2013-10-31 12:20	CDT	12.13	A
USGS	08158970	2013-10-31 12:25	CDT	11.84	A
USGS	08158970	2013-10-31 12:30	CDT	11.57	A
USGS	08158970	2013-10-31 12:35	CDT	11.31	A
USGS	08158970	2013-10-31 12:40	CDT	11.08	A
USGS	08158970	2013-10-31 12:45	CDT	10.87	A
USGS	08158970	2013-10-31 12:50	CDT	10.73	A
USGS	08158970	2013-10-31 12:55	CDT	10.58	A
USGS	08158970	2013-10-31 13:00	CDT	10.48	A
USGS	08158970	2013-10-31 13:05	CDT	10.37	A
USGS	08158970	2013-10-31 13:10	CDT	10.25	A
USGS	08158970	2013-10-31 13:15	CDT	10.25	A
USGS	08158970	2013-10-31 13:20	CDT	10.11	A
USGS	08158970	2013-10-31 13:25	CDT	10.04	A
USGS	08158970	2013-10-31 13:30	CDT	9.96	A
USGS	08158970	2013-10-31 13:35	CDT	9.96	A
USGS	08158970	2013-10-31 13:40	CDT	9.84	A
USGS	08158970	2013-10-31 13:45	CDT	9.77	A
USGS	08158970	2013-10-31 13:50	CDT	9.72	A
USGS	08158970	2013-10-31 13:55	CDT	9.72	A
USGS	08158970	2013-10-31 14:00	CDT	9.60	A
USGS	08158970	2013-10-31 14:05	CDT	9.58	A
USGS	08158970	2013-10-31 14:10	CDT	9.55	A
USGS	08158970	2013-10-31 14:15	CDT	9.55	A
USGS	08158970	2013-10-31 14:20	CDT	9.44	A
USGS	08158970	2013-10-31 14:25	CDT	9.40	A
USGS	08158970	2013-10-31 14:30	CDT	9.35	A
USGS	08158970	2013-10-31 14:35	CDT	9.29	A
USGS	08158970	2013-10-31 14:40	CDT	9.27	A
USGS	08158970	2013-10-31 14:45	CDT	9.22	A
USGS	08158970	2013-10-31 14:50	CDT	9.18	A
USGS	08158970	2013-10-31 14:55	CDT	9.13	A
USGS	08158970	2013-10-31 15:00	CDT	9.13	A
USGS	08158970	2013-10-31 15:05	CDT	9.08	A
USGS	08158970	2013-10-31 15:10	CDT	9.05	A
USGS	08158970	2013-10-31 15:15	CDT	9.01	A
USGS	08158970	2013-10-31 15:20	CDT	8.99	A
USGS	08158970	2013-10-31 15:25	CDT	8.95	A
USGS	08158970	2013-10-31 15:30	CDT	8.92	A
USGS	08158970	2013-10-31 15:35	CDT	8.89	A
USGS	08158970	2013-10-31 15:40	CDT	8.87	A
USGS	08158970	2013-10-31 15:45	CDT	8.83	A
USGS	08158970	2013-10-31 15:50	CDT	8.81	A
USGS	08158970	2013-10-31 15:55	CDT	8.79	A
USGS	08158970	2013-10-31 16:00	CDT	8.76	A
USGS	08158970	2013-10-31 16:05	CDT	8.74	A
USGS	08158970	2013-10-31 16:10	CDT	8.70	A
USGS	08158970	2013-10-31 16:15	CDT	8.69	A
USGS	08158970	2013-10-31 16:20	CDT	8.66	A
USGS	08158970	2013-10-31 16:25	CDT	8.64	A
USGS	08158970	2013-10-31 16:30	CDT	8.61	A
USGS	08158970	2013-10-31 16:35	CDT	8.59	A
USGS	08158970	2013-10-31 16:40	CDT	8.57	A
USGS	08158970	2013-10-31 16:45	CDT	8.54	A
USGS	08158970	2013-10-31 16:50	CDT	8.52	A
USGS	08158970	2013-10-31 16:55	CDT	8.50	A
USGS	08158970	2013-10-31 17:00	CDT	8.48	A
USGS	08158970	2013-10-31 17:05	CDT	8.47	A
USGS	08158970	2013-10-31 17:10	CDT	8.44	A
USGS	08158970	2013-10-31 17:15	CDT	8.42	A
USGS	08158970	2013-10-31 17:20	CDT	8.40	A
USGS	08158970	2013-10-31 17:25	CDT	8.37	A
USGS	08158970	2013-10-31 17:30	CDT	8.35	A
USGS	08158970	2013-10-31 17:35	CDT	8.34	A
USGS	08158970	2013-10-31 17:40	CDT	8.32	A
USGS	08158970	2013-10-31 17:45	CDT	8.30	A
USGS	08158970	2013-10-31 17:50	CDT	8.28	A
USGS	08158970	2013-10-31 17:55	CDT	8.27	A
USGS	08158970	2013-10-31 18:00	CDT	8.25	A
USGS	08158970	2013-10-31 18:05	CDT	8.23	A
USGS	08158970	2013-10-31 18:10	CDT	8.21	A
USGS	08158970	2013-10-31 18:15	CDT	8.21	A
USGS	08158970	2013-10-31 18:20	CDT	8.19	A
USGS	08158970	2013-10-31 18:25	CDT	8.16	A
USGS	08158970	2013-10-31 18:30	CDT	8.15	A
USGS	08158970	2013-10-31 18:35	CDT	8.14	A
USGS	08158970	2013-10-31 18:40	CDT	8.12	A
USGS	08158970	2013-10-31 18:45	CDT	8.11	A
USGS	08158970	2013-10-31 18:50	CDT	8.09	A
USGS	08158970	2013-10-31 18:55	CDT	8.07	A
USGS	08158970	2013-10-31 19:00	CDT	8.07	A
USGS	08158970	2013-10-31 19:05	CDT	8.05	A
USGS	08158970	2013-10-31 19:10	CDT	8.04	A
USGS	08158970	2013-10-31 19:15	CDT	8.02	A
USGS	08158970	2013-10-31 19:20	CDT	8.00	A
USGS	08158970	2013-10-31 19:25	CDT	8.00	A
USGS	08158970	2013-10-31 19:30	CDT	7.98	A
USGS	08158970	2013-10-31 19:35	CDT	7.97	A
USGS	08158970	2013-10-31 19:40	CDT	7.96	A
USGS	08158970	2013-10-31 19:45	CDT	7.94	A
USGS	08158970	2013-10-31 19:50	CDT	7.93	A
USGS	08158970	2013-10-31 19:55	CDT	7.92	A
USGS	08158970	2013-10-31 20:00	CDT	7.91	A
USGS	08158970	2013-10-31 20:05	CDT	7.90	A
USGS	08158970	2013-10-31 20:10	CDT	7.89	A
USGS	08158970	2013-10-31 20:15	CDT	7.87	A
USGS	08158970	2013-10-31 20:20	CDT	7.86	A
USGS	08158970	2013-10-31 20:25	CDT	7.85	A
USGS	08158970	2013-10-31 20:30	CDT	7.84	A
USGS	08158970	2013-10-31 20:35	CDT	7.83	A
USGS	08158970	2013-10-31 20:40	CDT	7.82	A
USGS	08158970	2013-10-31 20:45	CDT	7.81	A
USGS	08158970	2013-10-31 20:50	CDT	7.80	A
USGS	08158970	2013-10-31 20:55	CDT	7.79	A
USGS	08158970	2013-10-31 21:00	CDT	7.78	A
USGS	08158970	2013-10-31 21:05	CDT	7.77	A
USGS	08158970	2013-10-31 21:10	CDT	7.77	A
USGS	08158970	2013-10-31 21:15	CDT	7.76	A
USGS	08158970	2013-10-31 21:20	CDT	7.74	A
USGS	08158970	2013-10-31 21:25	CDT	7.73	A
USGS	08158970	2013-10-31 21:30	CDT	7.73	A
USGS	08158970	2013-10-31 21:35	CDT	7.71	A
USGS	08158970	2013-10-31 21:40	CDT	7.71	A
USGS	08158970	2013-10-31 21:45	CDT	7.69	A
USGS	08158970	2013-10-31 21:50	CDT	7.69	A
USGS	08158970	2013-10-31 21:55	CDT	7.68	A
USGS	08158970	2013-10-31 22:00	CDT	7.67	A
USGS	08158970	2013-10-31 22:05	CDT	7.66	A
USGS	08158970	2013-10-31 22:10	CDT	7.65	A
USGS	08158970	2013-10-31 22:15	CDT	7.65	A
USGS	08158970	2013-10-31 22:20	CDT	7.63	A
USGS	08158970	2013-10-31 22:25	CDT	7.63	A
USGS	08158970	2013-10-31 22:30	CDT	7.61	A
USGS	08158970	2013-10-31 22:35	CDT	7.61	A
USGS	08158970	2013-10-31 22:40	CDT	7.60	A
USGS	08158970	2013-10-31 22:45	CDT	7.60	A
USGS	08158970	2013-10-31 22:50	CDT	7.59	A
USGS	08158970	2013-10-31 22:55	CDT	7.58	A
USGS	08158970	2013-10-31 23:00	CDT	7.57	A
USGS	08158970	2013-10-31 23:05	CDT	7.56	A
USGS	08158970	2013-11-01 00:00	CDT	7.49	A
USGS	08158970	2013-11-01 00:10	CDT	7.48	A
USGS	08158970	2013-11-01 00:15	CDT	7.47	A
USGS	08158970	2013-11-01 00:20	CDT	7.46	A
USGS	08158970	2013-11-01 00:25	CDT	7.46	A
USGS	08158970	2013-11-01 00:30	CDT	7.45	A
USGS	08158970	2013-11-01 00:35	CDT	7.44	A
USGS	08158970	2013-11-01 00:40	CDT	7.44	A
USGS	08158970	2013-11-01 00:45	CDT	7.43	A
USGS	08158970	2013-11-01 00:50	CDT	7.42	A
USGS	08158970	2013-11-01 00:55	CDT	7.42	A
USGS	08158970	2013-11-01 01:00	CDT	7.41	A
USGS	08158970	2013-11-01 01:05	CDT	7.40	A
USGS	08158970	2013-11-01 01:10	CDT	7.40	A
USGS	08158970	2013-11-01 01:15	CDT	7.39	A
USGS	08158970	2013-11-01 01:20	CDT	7.38	A
USGS	08158970	2013-11-01 01:25	CDT	7.38	A
USGS	08158970	2013-11-01 01:30	CDT	7.37	A
USGS	08158970	2013-11-01 01:35	CDT	7.37	A
USGS	08158970	2013-11-01 01:40	CDT	7.36	A
USGS	08158970	2013-11-01 01:45	CDT	7.36	A
USGS	08158970	2013-11-01 01:50	CDT	7.35	A
USGS	08158970	2013-11-01 01:55	CDT	7.34	A
USGS	08158970	2013-11-01 02:00	CDT	7.33	A
USGS	08158970	2013-11-01 02:05	CDT	7.33	A
USGS	08158970	2013-11-01 02:10	CDT	7.33	A
USGS	08158970	2013-11-01 02:15	CDT	7.33	A
USGS	08158970	2013-11-01 02:20	CDT	7.32	A
USGS	08158970	2013-11-01 02:25	CDT	7.32	A
USGS	08158970	2013-11-01 02:30	CDT	7.31	A
USGS	08158970	2013-11-01 02:35	CDT	7.30	A
USGS	08158970	2013-11-01 02:40	CDT	7.30	A
USGS	08158970	2013-11-01 02:45	CDT	7.30	A
USGS	08158970	2013-11-01 02:50	CDT	7.29	A
USGS	08158970	2013-11-01 02:55	CDT	7.28	A
USGS	08158970	2013-11-01 03:00	CDT	7.28	A
USGS	08158970	2013-11-01 03:05	CDT	7.27	A
USGS	08158970	2013-11-01 03:10	CDT	7.27	A
USGS	08158970	2013-11-01 03:15	CDT	7.27	A
USGS	08158970	2013-11-01 03:20	CDT	7.27	A
USGS	08158970	2013-11-01 03:25	CDT	7.26	A
USGS	08158970	2013-11-01 03:30	CDT	7.26	A
USGS	08158970	2013-11-01 03:35	CDT	7.26	A
USGS	08158970	2013-11-01 03:40	CDT	7.25	A
USGS	08158970	2013-11-01 03:45	CDT	7.25	A
USGS	08158970	2013-11-01 03:50	CDT	7.24	A
USGS	08158970	2013-11-01 03:55	CDT	7.23	A
USGS	08158970	2013-11-01 04:00	CDT	7.23	A
USGS	08158970	2013-11-01 04:05	CDT	7.23	A
USGS	08158970	2013-11-01 04:10	CDT	7.22	A
USGS	08158970	2013-11-01 04:15	CDT	7.22	A
USGS	08158970	2013-11-01 04:20	CDT	7.22	A
USGS	08158970	2013-11-01 04:25	CDT	7.21	A
USGS	08158970	2013-11-01 04:30	CDT	7.21	A
USGS	08158970	2013-11-01 04:35	CDT	7.20	A
USGS	08158970	2013-11-01 04:40	CDT	7.20	A
USGS	08158970	2013-11-01 04:45	CDT	7.20	A
USGS	08158970	2013-11-01 04:50	CDT	7.19	A
USGS	08158970	2013-11-01 04:55	CDT	7.19	A
USGS	08158970	2013-11-01 05:00	CDT	7.18	A
USGS	08158970	2013-11-01 05:05	CDT	7.18	A
USGS	08158970	2013-11-01 05:10	CDT	7.18	A
USGS	08158970	2013-11-01 05:15	CDT	7.17	A
USGS	08158970	2013-11-01 05:20	CDT	7.17	A
USGS	08158970	2013-11-01 05:25	CDT	7.17	A
USGS	08158970	2013-11-01 05:30	CDT	7.16	A
USGS	08158970	2013-11-01 05:35	CDT	7.16	A
USGS	08158970	2013-11-01 05:40	CDT	7.16	A
USGS	08158970	2013-11-01 05:45	CDT	7.15	A
USGS	08158970	2013-11-01 05:50	CDT	7.15	A
USGS	08158970	2013-11-01 05:55	CDT	7.15	A
USGS	08158970	2013-11-01 06:00	CDT	7.14	A
USGS	08158970	2013-11-01 06:05	CDT	7.14	A
USGS	08158970	2013-11-01 07:10	CDT	7.10	A
USGS	08158970	2013-11-01 07:15	CDT	7.10	A
USGS	08158970	2013-11-01 07:20	CDT	7.10	A
USGS	08158970	2013-11-01 07:25	CDT	7.09	A
USGS	08158970	2013-11-01 07:30	CDT	7.09	A
USGS	08158970	2013-11-01 07:35	CDT	7.08	A
USGS	08158970	2013-11-01 07:40	CDT	7.08	A
USGS	08158970	2013-11-01 07:45	CDT	7.08	A
USGS	08158970	2013-11-01 07:50	CDT	7.08	A
USGS	08158970	2013-11-01 07:55	CDT	7.07	A
USGS	08158970	2013-11-01 08:00	CDT	7.07	A
USGS	08158970	2013-11-01 08:05	CDT	7.07	A
USGS	08158970	2013-11-01 08:10	CDT	7.07	A
USGS	08158970	2013-11-01 08:15	CDT	7.07	A
USGS	08158970	2013-11-01 08:20	CDT	7.06	A
USGS	08158970	2013-11-01 08:25	CDT	7.06	A
USGS	08158970	2013-11-01 08:30	CDT	7.06	A
USGS	08158970	2013-11-01 08:35	CDT	7.05	A
USGS	08158970	2013-11-01 08:40	CDT	7.05	A
USGS	08158970	2013-11-01 08:45	CDT	7.05	A
USGS	08158970	2013-11-01 08:50	CDT	7.05	A
USGS	08158970	2013-11-01 08:55	CDT	7.05	A
USGS	08158970	2013-11-01 09:00	CDT	7.04	A
USGS	08158970	2013-11-01 09:05	CDT	7.04	A
USGS	08158970	2013-11-01 09:10	CDT	7.04	A
USGS	08158970	2013-11-01 09:15	CDT	7.03	A
USGS	08158970	2013-11-01 09:20	CDT	7.03	A
USGS	08158970	2013-11-01 09:25	CDT	7.03	A
USGS	08158970	2013-11-01 09:30	CDT	7.02	A
USGS	08158970	2013-11-01 09:35	CDT	7.02	A
USGS	08158970	2013-11-01 09:40	CDT	7.02	A
USGS	08158970	2013-11-01 09:45	CDT	7.02	A
USGS	08158970	2013-11-01 09:50	CDT	7.02	A
USGS	08158970	2013-11-01 09:55	CDT	7.01	A
USGS	08158970	2013-11-01 10:00	CDT	7.01	A
